Time(h)/Currency(c);Description
1875,69.38;Price after 78 days in Legacy HC:
1899,68.33;Price after 79 days in Legacy HC:
1923,67.13;Price after 80 days in Legacy HC:
1947,65.93;Price after 81 days in Legacy HC:
1971,64.74;Price after 82 days in Legacy HC:
1995,63.54;Price after 83 days in Legacy HC:
2019,62.43;Price after 84 days in Legacy HC:
2043,61.41;Price after 85 days in Legacy HC:
2067,60.58;Price after 86 days in Legacy HC:
2091,59.88;Price after 87 days in Legacy HC:
2115,59.51;Price after 88 days in Legacy HC:
2139,59.8;Price after 89 days in Legacy HC:
2163,59.81;Price after 90 days in Legacy HC:
2187,59.68;Price after 91 days in Legacy HC:
2211,59.73;Price after 92 days in Legacy HC:
2235,59.86;Price after 93 days in Legacy HC:
2259,60.06;Price after 94 days in Legacy HC:
2283,60.45;Price after 95 days in Legacy HC:
2307,60.75;Price after 96 days in Legacy HC:
2331,61.14;Price after 97 days in Legacy HC:
2355,61.5;Price after 98 days in Legacy HC:
2379,61.95;Price after 99 days in Legacy HC:
2403,62.31;Price after 100 days in Legacy HC:
2427,62.76;Price after 101 days in Legacy HC:
2451,63.27;Price after 102 days in Legacy HC:
2475,63.82;Price after 103 days in Legacy HC:
2499,64.18;Price after 104 days in Legacy HC:
2523,64.54;Price after 105 days in Legacy HC:
2547,64.62;Price after 106 days in Legacy HC:
2571,64.68;Price after 107 days in Legacy HC:
2595,64.84;Price after 108 days in Legacy HC:
2619,64.8;Price after 109 days in Legacy HC:
2643,64.95;Price after 110 days in Legacy HC:
2667,64.9;Price after 111 days in Legacy HC:
2691,64.91;Price after 112 days in Legacy HC:
2715,64.75;Price after 113 days in Legacy HC:
2739,64.51;Price after 114 days in Legacy HC:
2763,64.27;Price after 115 days in Legacy HC:
2787,64.16;Price after 116 days in Legacy HC:
2811,63.97;Price after 117 days in Legacy HC:
2835,63.93;Price after 118 days in Legacy HC:
2859,63.75;Price after 119 days in Legacy HC:
2883,63.54;Price after 120 days in Legacy HC:
2907,63.42;Price after 121 days in Legacy HC:
2931,62.87;Price after 122 days in Legacy HC:
2955,62.77;Price after 123 days in Legacy HC:
2979,62.74;Price after 124 days in Legacy HC:
3003,62.71;Price after 125 days in Legacy HC:
3027,62.64;Price after 126 days in Legacy HC:
3051,62.48;Price after 127 days in Legacy HC:
3075,62.26;Price after 128 days in Legacy HC:
3099,62.3;Price after 129 days in Legacy HC:
3123,62.37;Price after 130 days in Legacy HC:
3147,62.29;Price after 131 days in Legacy HC:
3171,62.21;Price after 132 days in Legacy HC:
3195,62.07;Price after 133 days in Legacy HC:
3219,62.15;Price after 134 days in Legacy HC:
3243,61.98;Price after 135 days in Legacy HC:
3267,61.68;Price after 136 days in Legacy HC:
3291,61.56;Price after 137 days in Legacy HC:
3315,61.54;Price after 138 days in Legacy HC:
3339,61.46;Price after 139 days in Legacy HC:
3363,61.36;Price after 140 days in Legacy HC:
3387,61.21;Price after 141 days in Legacy HC:
3411,60.97;Price after 142 days in Legacy HC:
3435,60.87;Price after 143 days in Legacy HC:
3459,60.79;Price after 144 days in Legacy HC:
3483,61.84;Price after 145 days in Legacy HC:
3507,62.02;Price after 146 days in Legacy HC:
3531,62.22;Price after 147 days in Legacy HC:
3555,62.52;Price after 148 days in Legacy HC:
3579,66.26;Price after 149 days in Legacy HC:
21,29.69;Price after 0 day in Harbinger:
3,29.69;Price after 0 day in Harbinger:
27,33.49;Price after 1 day in Harbinger:
51,37.25;Price after 2 days in Harbinger:
75,40.11;Price after 3 days in Harbinger:
99,41.7;Price after 4 days in Harbinger:
123,42.47;Price after 5 days in Harbinger:
147,42.78;Price after 6 days in Harbinger:
171,42.61;Price after 7 days in Harbinger:
195,42.3;Price after 8 days in Harbinger:
219,41.95;Price after 9 days in Harbinger:
243,41.69;Price after 10 days in Harbinger:
267,42.45;Price after 11 days in Harbinger:
291,43.31;Price after 12 days in Harbinger:
315,43.27;Price after 13 days in Harbinger:
339,42.63;Price after 14 days in Harbinger:
363,41.69;Price after 15 days in Harbinger:
387,40.89;Price after 16 days in Harbinger:
411,40.3;Price after 17 days in Harbinger:
435,39.89;Price after 18 days in Harbinger:
459,39.76;Price after 19 days in Harbinger:
483,39.72;Price after 20 days in Harbinger:
507,39.66;Price after 21 days in Harbinger:
531,39.47;Price after 22 days in Harbinger:
555,39.22;Price after 23 days in Harbinger:
579,38.78;Price after 24 days in Harbinger:
603,38.16;Price after 25 days in Harbinger:
627,37.41;Price after 26 days in Harbinger:
651,36.55;Price after 27 days in Harbinger:
675,35.55;Price after 28 days in Harbinger:
699,34.47;Price after 29 days in Harbinger:
723,33.39;Price after 30 days in Harbinger:
747,32.64;Price after 31 days in Harbinger:
771,32.37;Price after 32 days in Harbinger:
795,32.22;Price after 33 days in Harbinger:
819,32.26;Price after 34 days in Harbinger:
843,32.58;Price after 35 days in Harbinger:
867,33.76;Price after 36 days in Harbinger:
891,36.06;Price after 37 days in Harbinger:
915,38.98;Price after 38 days in Harbinger:
939,42.08;Price after 39 days in Harbinger:
963,45.33;Price after 40 days in Harbinger:
987,48.62;Price after 41 days in Harbinger:
1011,51.86;Price after 42 days in Harbinger:
1035,54.81;Price after 43 days in Harbinger:
1059,57.45;Price after 44 days in Harbinger:
1083,60.35;Price after 45 days in Harbinger:
1107,63.73;Price after 46 days in Harbinger:
1131,67.21;Price after 47 days in Harbinger:
1155,70.06;Price after 48 days in Harbinger:
1179,72.03;Price after 49 days in Harbinger:
1203,73.74;Price after 50 days in Harbinger:
1227,75.39;Price after 51 days in Harbinger:
1251,77.14;Price after 52 days in Harbinger:
1275,78.93;Price after 53 days in Harbinger:
1299,80.86;Price after 54 days in Harbinger:
1323,82.89;Price after 55 days in Harbinger:
1347,85.05;Price after 56 days in Harbinger:
1371,87.07;Price after 57 days in Harbinger:
1395,88.51;Price after 58 days in Harbinger:
1419,89.73;Price after 59 days in Harbinger:
1443,90.78;Price after 60 days in Harbinger:
1467,91.71;Price after 61 days in Harbinger:
1491,92.35;Price after 62 days in Harbinger:
1515,92.9;Price after 63 days in Harbinger:
1539,92.86;Price after 64 days in Harbinger:
1563,92.4;Price after 65 days in Harbinger:
1587,91.62;Price after 66 days in Harbinger:
1611,90.87;Price after 67 days in Harbinger:
1635,90.14;Price after 68 days in Harbinger:
1659,89.25;Price after 69 days in Harbinger:
1683,88.32;Price after 70 days in Harbinger:
1707,87.22;Price after 71 days in Harbinger:
1731,86.09;Price after 72 days in Harbinger:
1755,84.88;Price after 73 days in Harbinger:
1779,83.71;Price after 74 days in Harbinger:
1803,82.66;Price after 75 days in Harbinger:
1827,82.09;Price after 76 days in Harbinger:
1851,81.89;Price after 77 days in Harbinger:
1875,81.76;Price after 78 days in Harbinger:
1899,81.37;Price after 79 days in Harbinger:
1923,80.59;Price after 80 days in Harbinger:
1947,79.81;Price after 81 days in Harbinger:
1971,79.07;Price after 82 days in Harbinger:
1995,78.48;Price after 83 days in Harbinger:
2019,78.12;Price after 84 days in Harbinger:
2043,77.83;Price after 85 days in Harbinger:
2067,77.51;Price after 86 days in Harbinger:
2091,77.14;Price after 87 days in Harbinger:
2115,76.81;Price after 88 days in Harbinger:
2139,76.48;Price after 89 days in Harbinger:
2163,76.18;Price after 90 days in Harbinger:
2187,75.96;Price after 91 days in Harbinger:
2211,75.85;Price after 92 days in Harbinger:
2235,75.75;Price after 93 days in Harbinger:
2259,75.63;Price after 94 days in Harbinger:
2283,75.41;Price after 95 days in Harbinger:
2307,75.21;Price after 96 days in Harbinger:
2331,75.23;Price after 97 days in Harbinger:
2355,75.69;Price after 98 days in Harbinger:
2379,76.28;Price after 99 days in Harbinger:
2403,76.83;Price after 100 days in Harbinger:
2427,77.53;Price after 101 days in Harbinger:
2451,78.55;Price after 102 days in Harbinger:
2475,79.82;Price after 103 days in Harbinger:
2499,81.13;Price after 104 days in Harbinger:
2523,82.36;Price after 105 days in Harbinger:
2547,83.59;Price after 106 days in Harbinger:
2571,84.83;Price after 107 days in Harbinger:
2595,85.9;Price after 108 days in Harbinger:
2619,86.73;Price after 109 days in Harbinger:
2643,87.17;Price after 110 days in Harbinger:
2667,87.6;Price after 111 days in Harbinger:
2691,88.1;Price after 112 days in Harbinger:
2715,88.55;Price after 113 days in Harbinger:
2739,88.78;Price after 114 days in Harbinger:
2763,88.84;Price after 115 days in Harbinger:
2787,88.86;Price after 116 days in Harbinger:
2811,89.02;Price after 117 days in Harbinger:
2835,89.37;Price after 118 days in Harbinger:
2859,89.82;Price after 119 days in Harbinger:
2883,90.33;Price after 120 days in Harbinger:
2907,90.89;Price after 121 days in Harbinger:
21,27.81;Price after 0 day in Harbinger HC:
3,27.81;Price after 0 day in Harbinger HC:
27,25.23;Price after 1 day in Harbinger HC:
51,24.76;Price after 2 days in Harbinger HC:
75,24.98;Price after 3 days in Harbinger HC:
99,24.98;Price after 4 days in Harbinger HC:
123,24.84;Price after 5 days in Harbinger HC:
147,24.74;Price after 6 days in Harbinger HC:
171,24.65;Price after 7 days in Harbinger HC:
195,24.5;Price after 8 days in Harbinger HC:
219,24.27;Price after 9 days in Harbinger HC:
243,24.08;Price after 10 days in Harbinger HC:
267,23.55;Price after 11 days in Harbinger HC:
291,23;Price after 12 days in Harbinger HC:
315,23.08;Price after 13 days in Harbinger HC:
339,22.88;Price after 14 days in Harbinger HC:
363,22.46;Price after 15 days in Harbinger HC:
387,22.06;Price after 16 days in Harbinger HC:
411,21.74;Price after 17 days in Harbinger HC:
435,21.49;Price after 18 days in Harbinger HC:
459,21.25;Price after 19 days in Harbinger HC:
483,21.13;Price after 20 days in Harbinger HC:
507,21.11;Price after 21 days in Harbinger HC:
531,21.1;Price after 22 days in Harbinger HC:
555,21.18;Price after 23 days in Harbinger HC:
579,21.6;Price after 24 days in Harbinger HC:
603,22.34;Price after 25 days in Harbinger HC:
627,23.22;Price after 26 days in Harbinger HC:
651,24.11;Price after 27 days in Harbinger HC:
675,25.08;Price after 28 days in Harbinger HC:
699,25.97;Price after 29 days in Harbinger HC:
723,26.75;Price after 30 days in Harbinger HC:
747,27.49;Price after 31 days in Harbinger HC:
771,28.19;Price after 32 days in Harbinger HC:
795,28.91;Price after 33 days in Harbinger HC:
819,29.67;Price after 34 days in Harbinger HC:
843,30.42;Price after 35 days in Harbinger HC:
867,30.93;Price after 36 days in Harbinger HC:
891,31.27;Price after 37 days in Harbinger HC:
915,31.94;Price after 38 days in Harbinger HC:
939,32.64;Price after 39 days in Harbinger HC:
963,33.32;Price after 40 days in Harbinger HC:
987,34.08;Price after 41 days in Harbinger HC:
1011,35.09;Price after 42 days in Harbinger HC:
1035,36.41;Price after 43 days in Harbinger HC:
1059,37.83;Price after 44 days in Harbinger HC:
1083,39.22;Price after 45 days in Harbinger HC:
1107,40.63;Price after 46 days in Harbinger HC:
1131,42.12;Price after 47 days in Harbinger HC:
1155,43.47;Price after 48 days in Harbinger HC:
1179,44.74;Price after 49 days in Harbinger HC:
1203,45.62;Price after 50 days in Harbinger HC:
1227,46.47;Price after 51 days in Harbinger HC:
1251,47.4;Price after 52 days in Harbinger HC:
1275,48.42;Price after 53 days in Harbinger HC:
1299,49.29;Price after 54 days in Harbinger HC:
1323,49.94;Price after 55 days in Harbinger HC:
1347,50.61;Price after 56 days in Harbinger HC:
1371,51.25;Price after 57 days in Harbinger HC:
1395,51.84;Price after 58 days in Harbinger HC:
1419,52.31;Price after 59 days in Harbinger HC:
1443,52.82;Price after 60 days in Harbinger HC:
1467,53.27;Price after 61 days in Harbinger HC:
1491,53.67;Price after 62 days in Harbinger HC:
1515,54.01;Price after 63 days in Harbinger HC:
1539,54.23;Price after 64 days in Harbinger HC:
1563,54.29;Price after 65 days in Harbinger HC:
1587,54.18;Price after 66 days in Harbinger HC:
1611,53.8;Price after 67 days in Harbinger HC:
1635,53.25;Price after 68 days in Harbinger HC:
1659,52.95;Price after 69 days in Harbinger HC:
1683,52.72;Price after 70 days in Harbinger HC:
1707,52.54;Price after 71 days in Harbinger HC:
1731,52.36;Price after 72 days in Harbinger HC:
1755,52.14;Price after 73 days in Harbinger HC:
1779,51.83;Price after 74 days in Harbinger HC:
1803,51.56;Price after 75 days in Harbinger HC:
1827,51.34;Price after 76 days in Harbinger HC:
1851,51.18;Price after 77 days in Harbinger HC:
1875,51.12;Price after 78 days in Harbinger HC:
1899,51.28;Price after 79 days in Harbinger HC:
1923,51.5;Price after 80 days in Harbinger HC:
1947,51.53;Price after 81 days in Harbinger HC:
1971,51.49;Price after 82 days in Harbinger HC:
1995,51.38;Price after 83 days in Harbinger HC:
2019,51.33;Price after 84 days in Harbinger HC:
2043,51.3;Price after 85 days in Harbinger HC:
2067,51.31;Price after 86 days in Harbinger HC:
2091,51.4;Price after 87 days in Harbinger HC:
2115,51.49;Price after 88 days in Harbinger HC:
2139,51.62;Price after 89 days in Harbinger HC:
2163,51.7;Price after 90 days in Harbinger HC:
2187,51.78;Price after 91 days in Harbinger HC:
2211,51.86;Price after 92 days in Harbinger HC:
2235,51.77;Price after 93 days in Harbinger HC:
2259,51.66;Price after 94 days in Harbinger HC:
2283,51.6;Price after 95 days in Harbinger HC:
2307,51.55;Price after 96 days in Harbinger HC:
2331,51.63;Price after 97 days in Harbinger HC:
2355,51.68;Price after 98 days in Harbinger HC:
2379,51.68;Price after 99 days in Harbinger HC:
2403,51.59;Price after 100 days in Harbinger HC:
2427,51.49;Price after 101 days in Harbinger HC:
2451,51.47;Price after 102 days in Harbinger HC:
2475,51.5;Price after 103 days in Harbinger HC:
2499,51.54;Price after 104 days in Harbinger HC:
2523,51.74;Price after 105 days in Harbinger HC:
2547,51.95;Price after 106 days in Harbinger HC:
2571,52.15;Price after 107 days in Harbinger HC:
2595,52.28;Price after 108 days in Harbinger HC:
2619,52.33;Price after 109 days in Harbinger HC:
2643,52.42;Price after 110 days in Harbinger HC:
2667,52.66;Price after 111 days in Harbinger HC:
2691,53.37;Price after 112 days in Harbinger HC:
2715,54.08;Price after 113 days in Harbinger HC:
2739,54.56;Price after 114 days in Harbinger HC:
2763,55.08;Price after 115 days in Harbinger HC:
2787,55.54;Price after 116 days in Harbinger HC:
2811,56.47;Price after 117 days in Harbinger HC:
2835,58.37;Price after 118 days in Harbinger HC:
2859,60.31;Price after 119 days in Harbinger HC:
2883,61.74;Price after 120 days in Harbinger HC:
2907,63.38;Price after 121 days in Harbinger HC:
3,27.5;Price after 0 day in Abyss:
27,27.5;Price after 1 day in Abyss:
33,29.5;Price after 1 day in Abyss:
39,31.25;Price after 1 day in Abyss:
45,32.7;Price after 1 day in Abyss:
51,33.63;Price after 2 days in Abyss:
57,34.61;Price after 2 days in Abyss:
63,35.97;Price after 2 days in Abyss:
69,37.14;Price after 2 days in Abyss:
75,37.98;Price after 3 days in Abyss:
81,38.84;Price after 3 days in Abyss:
87,39.72;Price after 3 days in Abyss:
93,41.39;Price after 3 days in Abyss:
99,42.93;Price after 4 days in Abyss:
105,43.97;Price after 4 days in Abyss:
111,44.81;Price after 4 days in Abyss:
117,45.37;Price after 4 days in Abyss:
123,45.64;Price after 5 days in Abyss:
